X,Y,Prediction1,Prediction2,prediction_rescale1,prediction_rescale2,Y1,Y2
2017,2.5673511028289795,2.394483,2.3936236,0.78256553,402.1366,0.84517425,406.51
2018,2.339505672454834,2.440734,2.441809,0.7993165,403.79327,0.762654,408.520833333333
2019,2.694080352783203,2.4760005,2.479419,0.81208926,405.08636,0.8910726,411.418333333333
2020,2.781665325164795,2.50879,2.5145893,0.82396483,406.2956,0.9227938,413.9425
2021,2.0671510696411133,2.540608,2.5487561,0.8354885,407.47028,0.6640137,416.1075
