x,y,Prediction1,Prediction2,prediction_rescale1,prediction_rescale2,X,Y1,Y2
-0.4128795564174652,-0.5390271544456482,-0.9159505,-0.5444514,-0.41639495,301.12112,1915,-0.19184391,301.307619683782
-0.39273908734321594,-0.5213568806648254,-0.8700934,-0.53555,-0.3997866,301.42715,1916,-0.42020997,301.915150711471
-0.3725986182689667,-0.4931866228580475,-0.8246882,-0.5267036,-0.3833419,301.73132,1917,-0.54301953,302.883686015748
-0.3524581491947174,-0.4650163948535919,-0.7798373,-0.51792955,-0.36709797,302.03296,1918,-0.42458433,303.852221320024
-0.33231768012046814,-0.44288283586502075,-0.73563755,-0.50924414,-0.3510899,302.3316,1919,-0.32551822,304.613207348201
-0.31217721104621887,-0.5224996209144592,-0.6921792,-0.5006622,-0.33535028,302.62665,1920,-0.2985808,301.875860376956
-0.292036771774292,-0.49521538615226746,-0.6495449,-0.4921976,-0.31990916,302.91766,1921,-0.24067703,302.81393402115
-0.2718963027000427,-0.4679311513900757,-0.60780936,-0.48386234,-0.30479354,303.20425,1922,-0.33922812,303.752007665344
-0.25175583362579346,-0.4406469166278839,-0.56703943,-0.47566697,-0.29002762,303.48602,1923,-0.31793055,304.690081309538
-0.2316153645515442,-0.4384298026561737,-0.5272928,-0.46762052,-0.27563235,303.76266,1924,-0.3120622,304.766308525769
-0.21147489547729492,-0.4362127184867859,-0.4886194,-0.4597305,-0.26162577,304.03394,1925,-0.28242525,304.842535742001
-0.19133442640304565,-0.41681498289108276,-0.45105988,-0.45200276,-0.2480226,304.29965,1926,-0.12283547,305.509458885193
-0.1711939573287964,-0.397417277097702,-0.41464704,-0.44444174,-0.23483473,304.5596,1927,-0.22940508,306.176382028385
-0.15105348825454712,-0.3780195415019989,-0.37940568,-0.43705022,-0.22207114,304.81372,1928,-0.20676155,306.843305171578
-0.13091303408145905,-0.4135112464427948,-0.3453521,-0.42982984,-0.20973775,305.06198,1929,-0.39275664,305.62304678448
-0.11077256500720978,-0.41179707646369934,-0.31249613,-0.42278075,-0.1978381,305.30432,1930,-0.1768054,305.681982739378
-0.09063209593296051,-0.4100829064846039,-0.28084016,-0.41590196,-0.18637305,305.54083,1931,-0.10339768,305.740918694277
-0.07049163430929184,-0.33694350719451904,-0.25038034,-0.40919152,-0.17534122,305.77155,1932,-0.14546166,308.255562234367
-0.05035116523504257,-0.37021568417549133,-0.2093909,-0.40022427,-0.16049582,306.07986,1933,-0.32234442,307.111613692216
-0.030210699886083603,-0.33410701155662537,-0.15531673,-0.38847136,-0.14091145,306.48395,1934,-0.17433685,308.353085198892
-0.010070232674479485,-0.39324596524238586,-0.10233958,-0.3768639,-0.12172438,306.88303,1935,-0.20605922,306.319798387692
0.010070232674479485,-0.3356032371520996,-0.050418988,-0.36556956,-0.10291997,307.27133,1936,-0.16952093,308.301642715495
0.030210699886083603,-0.36160409450531006,0.0003658384,-0.35443842,-0.08452691,307.65405,1937,-0.01919893,307.407693174587
0.05035116523504257,-0.25515216588974,0.04999368,-0.34346804,-0.06655289,308.03122,1938,-0.012200732,311.067672962998
0.07049163430929184,-0.26194190979003906,0.09844689,-0.332662,-0.049004287,308.40274,1939,-0.040797167,310.834230924261
0.09063209593296051,-0.2752697169780731,0.14570902,-0.32202333,-0.031887062,308.76852,1940,0.07593584,310.37600086998
0.11077256500720978,-0.29288193583488464,0.19176494,-0.31155527,-0.015206702,309.12845,1941,0.038129337,309.770465651637
0.13091303408145905,-0.21721795201301575,0.23660098,-0.3012606,0.0010318458,309.4824,1942,0.001406091,312.371908387749
0.15105348825454712,-0.2173672765493393,0.28032964,-0.29109716,0.016869329,309.83182,1943,0.006414075,312.366774291412
0.1711939573287964,-0.21751660108566284,0.27331954,-0.2778582,0.014330439,310.287,1944,0.14410514,312.361640195074
0.19133442640304565,-0.2589121460914612,0.24840234,-0.2637278,0.0053060204,310.77283,1945,0.043088365,310.938398505038
0.21147489547729492,-0.22037364542484283,0.22281586,-0.24981844,-0.0039607957,311.25104,1946,-0.1188128,312.263410746509
0.2316153645515442,-0.23924365639686584,0.19690798,-0.23615299,-0.013344012,311.7209,1947,-0.091205545,311.614631161879
0.25175583362579346,-0.2405141443014145,0.17101352,-0.22275235,-0.022722375,312.1816,1948,-0.12466127,311.570949997612
0.2718963027000427,-0.2951061725616455,0.14544122,-0.20963113,-0.031984054,312.63275,1949,-0.14380224,309.693993606641
0.292036771774292,-0.203864187002182,0.12046526,-0.19679157,-0.04102975,313.0742,1950,-0.22662179,312.831031129258
0.31217721104621887,-0.21326704323291779,0.096362576,-0.1842649,-0.049759176,313.50488,1951,-0.06115397,312.507746923776
0.33231768012046814,-0.22266988456249237,0.07335685,-0.17205994,-0.0580913,313.9245,1952,0.015354565,312.184462718295
0.3524581491947174,-0.2147161215543747,0.05163972,-0.16018258,-0.06595673,314.33286,1953,0.07763074,312.457924962862
0.3725986182689667,-0.2067623734474182,0.03135805,-0.14862165,-0.07330227,314.73035,1954,-0.11675021,312.731387207428
0.39273908734321594,-0.14909842610359192,0.012604877,-0.1373083,-0.080094226,315.11932,1955,-0.19730993,314.713961343906
0.4128795564174652,-0.13082952797412872,-0.0045042783,-0.12631732,-0.086290754,315.4972,1956,-0.2631656,315.342073915026
0.4330200254917145,-0.13076581060886383,-0.019916609,-0.11564197,-0.09187274,315.86423,1957,-0.035334926,315.344264203028
0.45316049456596375,-0.13211143016815186,-0.03360863,-0.105272956,-0.096831664,316.22073,1958,-0.017632553,315.298
0.473300963640213,-0.11239638179540634,-0.045583203,-0.0951987,-0.101168565,316.5671,1959,-0.048004825,315.975833333333
0.4934414327144623,-0.08534696698188782,-0.055786923,-0.085407555,-0.10486411,316.90375,1960,-0.115487024,316.905833333333
0.5135818719863892,-0.06406614929437637,-0.06433423,-0.0758826,-0.10795975,317.23123,1961,-0.019997388,317.6375
0.5337223410606384,-0.04045850783586502,-0.07129438,-0.06660721,-0.11048055,317.5501,1962,-0.06405444,318.449166666667
0.5538628101348877,-0.024873584508895874,-0.07673903,-0.057564035,-0.11245247,317.86105,1963,-0.03680589,318.985
0.574003279209137,-0.006622499320656061,-0.080749944,-0.048735112,-0.113905124,318.16458,1964,-0.30586675,319.6125
0.5941437482833862,0.005496414378285408,-0.07966979,-0.035021648,-0.11351392,318.63608,1965,-0.2043879,320.029166666667
0.6142842173576355,0.04427693784236908,-0.06583877,-0.0058905035,-0.10850465,319.63766,1966,-0.14888458,321.3625
0.6344246864318848,0.06788457930088043,-0.05087419,0.02304086,-0.10308483,320.63235,1967,-0.11751631,322.174166666667
0.654565155506134,0.09323734790086746,-0.03488393,0.0517689,-0.09729354,321.6201,1968,-0.1686323,323.045833333333
0.6747056245803833,0.138974130153656,-0.017972305,0.08029023,-0.09116855,322.60068,1969,-0.031366713,324.618333333333
0.6948460936546326,0.16973192989826202,0.0025632828,0.11054817,-0.083731055,323.641,1970,-0.08510657,325.675833333333
0.7149865627288818,0.18827387690544128,0.03434734,0.14789829,-0.07221962,324.92514,1971,-0.20593274,326.313333333333
0.7351270318031311,0.22145545482635498,0.0847712,0.19698274,-0.053957295,326.61273,1972,-0.0938271,327.454166666667
0.7552675008773804,0.2860250174999237,0.13584296,0.2459127,-0.035460316,328.29504,1973,0.04993336,329.674166666667
0.7754079699516296,0.30267640948295593,0.1872993,0.294563,-0.016824052,329.9677,1974,-0.17253734,330.246666666667
0.7955484390258789,0.32914412021636963,0.23904173,0.3429126,0.0019158274,331.63004,1975,-0.11075424,331.156666666667
0.8156888484954834,0.3582780063152313,0.2909764,0.39094037,0.02072534,333.2813,1976,-0.21586166,332.158333333333
0.8358293175697327,0.40908047556877136,0.3430161,0.43862575,0.039572872,334.9208,1977,0.10308852,333.905
0.8559697866439819,0.4557867646217346,0.39507866,0.48594803,0.058428705,336.54782,1978,0.005255772,335.510833333333
0.8761102557182312,0.49488240480422974,0.4470893,0.5328873,0.077265725,338.16165,1979,0.09085813,336.855
0.8962507247924805,0.5484237670898438,0.4989767,0.57942384,0.096058115,339.76166,1980,0.19607207,338.695833333333
0.9163911938667297,0.5848047137260437,0.5506763,0.6255388,0.11478247,341.34717,1981,0.25001204,339.946666666667
0.936531662940979,0.6196345090866089,0.6021287,0.6712144,0.13341731,342.91754,1982,0.034263328,341.144166666667
0.9566721320152283,0.6675284504890442,0.65327847,0.7164333,0.15194255,344.47223,1983,0.22383861,342.790833333333
0.9768126010894775,0.717119038105011,0.70407546,0.76117915,0.17034002,346.01068,1984,0.04800471,344.495833333333
0.9969530701637268,0.7575477361679077,0.75447446,0.8054368,0.18859334,347.53232,1985,0.04972978,345.885833333333
1.017093539237976,0.7936378717422485,0.8044332,0.84919244,0.20668723,349.0367,1986,0.09568697,347.126666666667
1.0372339487075806,0.843761682510376,0.8539145,0.8924324,0.22460817,350.52338,1987,0.2430264,348.85
1.0573744773864746,0.9132273197174072,0.90288454,0.9351459,0.24234395,351.9919,1988,0.28215173,351.238333333333
1.077514886856079,0.9557161927223206,0.9513132,0.9773219,0.25988364,353.442,1989,0.17925027,352.699166666667
1.0976554155349731,0.9931636452674866,0.99917394,1.0189512,0.2772177,354.87326,1990,0.36056247,353.986666666667
1.1177958250045776,1.0339317321777344,1.0464431,1.0600262,0.29433745,356.2855,1991,0.33889654,355.388333333333
1.1379363536834717,1.05669105052948,1.0931008,1.1005392,0.31123573,357.6784,1992,0.124896795,356.170833333333
1.1580767631530762,1.0761781930923462,1.139129,1.1404858,0.32790607,359.05182,1993,0.16565846,356.840833333333
1.1782172918319702,1.1305193901062012,1.1845132,1.1798608,0.3443432,360.40558,1994,0.23354977,358.709166666667
1.1983577013015747,1.1890779733657837,1.2292402,1.2186613,0.36054224,361.7396,1995,0.37686616,360.7225
1.2184982299804688,1.2409712076187134,1.2733009,1.256885,0.37649995,363.0538,1996,0.2766894,362.506666666667
1.2386386394500732,1.274031639099121,1.3166876,1.2945311,0.39221358,364.3481,1997,0.4223085,363.643333333333
1.2587791681289673,1.3576278686523438,1.3593936,1.3315995,0.4076807,365.6226,1998,0.57731646,366.5175
1.2789195775985718,1.4068548679351807,1.4055439,1.3735378,0.42439526,367.06448,1999,0.32448497,368.21
1.2990601062774658,1.4408848285675049,1.4675776,1.4367635,0.4468624,369.23828,2000,0.3310848,369.38
1.3192005157470703,1.4860156774520874,1.5288752,1.4993513,0.46906292,371.39014,2001,0.48928034,370.931666666667
1.3393410444259644,1.5466829538345337,1.5894136,1.5612726,0.4909885,373.5191,2002,0.5434665,373.0175
1.3594814538955688,1.62077796459198,1.6491698,1.6224995,0.51263076,375.62418,2003,0.5441702,375.565
1.379621982574463,1.671362280845642,1.7081243,1.6830046,0.5339827,377.70444,2004,0.46737072,377.304166666667
1.3997623920440674,1.7369741201400757,1.7662573,1.7427628,0.5550371,379.759,2005,0.60686255,379.56
1.4199028015136719,1.8012043237686157,1.8235508,1.801748,0.5757874,381.78702,2006,0.5725527,381.768333333333
1.440043330192566,1.8532429933547974,1.8799894,1.8599377,0.5962281,383.78766,2007,0.5917013,383.5575
1.4601837396621704,1.9072933197021484,1.9355562,1.9173088,0.6163531,385.76016,2008,0.46564984,385.415833333333
1.4803242683410645,1.9632099866867065,1.990238,1.9738395,0.6361576,387.7038,2009,0.5967817,387.338333333333
1.500464677810669,2.037959575653076,2.044022,2.0295098,0.6556369,389.6178,2010,0.68037146,389.908333333333
1.520605206489563,2.089731454849243,2.096896,2.0843003,0.67478657,391.5016,2011,0.53769773,391.688333333333
1.5407456159591675,2.1553189754486084,2.148849,2.1381922,0.69360274,393.3545,2012,0.5776071,393.943333333333
1.5608861446380615,2.23384952545166,2.1998713,2.1911695,0.7120818,395.1759,2013,0.6235754,396.643333333333
1.581026554107666,2.2936928272247314,2.2499528,2.2432148,0.73022014,396.96533,2014,0.67287165,398.700833333333
1.60116708278656,2.3564929962158203,2.299087,2.2943149,0.74801534,398.72223,2015,0.82511437,400.86
1.6213074922561646,2.453807830810547,2.3472657,2.344455,0.76546454,400.4461,2016,0.93292713,404.205833333333
